GENERATION 1
278 // [[0, 0, 0, 5], [1, 0, 0, -3], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 5, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 1, 0, -4], [0, 2, 0, 3], [1, 1, 0, -5], [0, 3, 2, 4], [0, 5, 2, -6], [0, 0, 5, -4], [1, 4, 1, 5], [0, 0, 0, 3], [0, 2, 4, -1], [0, 0, 4, -3], [1, 4, 0, 6], [0, 4, 0, -3], [0, 5, 0, -2], [0, 0, 5, 5], [1, 4, 1, 5], [0, 5, 5, 6], [0, 3, 2, 4], [0, 5, 0, 4], [1, 4, 0, 6], [0, 6, 0, -3], [1, 0, 0, 5], [1, 4, 0, 6], [0, 0, 1, 6], [0, 3, 3, 2]]
50 // [[0, 0, 1, 6], [1, 0, 0, -4], [0, 3, 3, 2], [1, 4, 1, 1], [0, 6, 5, 2], [0, 3, 2, 4], [0, 2, 0, -2], [1, 5, 0, 4.710960809001053], [0, 3, 2, 6], [0, 5, 0, 4], [0, 5, 3, -4], [1, 4, 0, 6], [1, 0, 1, 0], [1, 1, 1, -5], [0, 3, 4, -2], [0, 2, 0, 3], [1, 4, 1, 5], [1, 4, 0, -6], [0, 0, 1, 5], [0, 5, 2, -6], [1, 0, 0, 4], [1, 4, 0, 2], [1, 4, 0, 6], [1, 1, 0, -5]]
50 // [[0, 3, 2, 6], [0, 0, 3, -3], [1, 1, 0, -5], [0, 2, 4, -1], [0, 0, 5, 5], [1, 4, 1, 5], [0, 3, 2, 4], [1, 0, 0, 4], [0, 6, 0, -3], [0, 3, 0, 0], [1, 0, 0, -4], [0, 0, 4, -3], [1, 4, 0, -6], [0, 3, 4, 5.770045047612639], [0, 2, 0, -2], [0, 2, 0, 5], [0, 0, 1, 6], [1, 0, 0, 6.049803567362803], [0, 5, 3, -4], [0, 0, 5, -4], [0, 5, 0, 4], [1, 1, 1, -4], [1, 4, 0, 6], [1, 5, 0, 4.710960809001053]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[0, 5, 3, -4], [1, 0, 0, -4], [0, 6, 5, 2], [0, 0, 1, 6], [0, 3, 3, 2], [0, 3, 0, 0], [0, 3, 4, 5.770045047612639], [0, 3, 4, -2], [1, 1, 1, -4], [0, 3, 2, 4], [0, 5, 0, 4], [1, 1, 0, -5], [1, 5, 0, 4.710960809001053], [1, 4, 1, 5], [0, 0, 2, -3], [0, 2, 0, 3], [0, 0, 5, -4], [0, 6, 0, 5], [0, 3, 2, 6], [0, 0, 1, 5], [0, 5, 0, 4], [1, 0, 1, 0], [0, 2, 4, -1], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [0, 2, 0, 3], [0, 5, 5, 6], [0, 3, 2, 4], [0, 2, 0, 3], [1, 4, 0, 6], [0, 4, 0, -3], [0, 6, 0, -3], [1, 0, 0, 5], [0, 6, 0, -3], [0, 0, 5, 5], [0, 0, 1, 6], [0, 1, 0, -4], [0, 0, 5, -4], [1, 4, 0, -6], [1, 4, 1, 5], [0, 0, 1, 6], [0, 0, 5, -4], [0, 3, 0, 0], [0, 5, 2, -6], [0, 2, 4, -1], [0, 5, 5, 6], [0, 2, 4, -1], [1, 4, 0, 6]]
49 // [[1, 3, 0, -3], [1, 4, 1, 2], [1, 0, 0, -6], [0, 0, 5, 5], [0, 3, 2, -4], [0, 0, 0, -1], [1, 4, 0, 6], [0, 1, 0, -1], [1, 3, 0, 3], [0, 1, 1, 4], [1, 0, 0, -6], [1, 4, 1, 2], [1, 0, 1, -4], [0, 0, 5, 5], [1, 0, 1, -4], [0, 5, 3, 6], [1, 3, 0, 5], [0, 0, 0, 3], [0, 4, 1, -6], [0, 1, 5, -5], [0, 0, 0, 5], [1, 0, 0, -6], [0, 4, 1, -6], [0, 5, 4, -2]]
49 // [[1, 0, 0, 5], [0, 5, 0, -2], [0, 2, 4, -1], [0, 0, 0, 3], [0, 0, 5, 5], [0, 5, 0, 4], [0, 0, 1, 6], [0, 2, 4, -1], [0, 1, 0, -4], [0, 3, 2, 4], [0, 0, 5, -4], [0, 3, 0, 0], [1, 1, 0, -5], [1, 4, 0, -6], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 0, 4], [0, 0, 1, 6], [1, 4, 1, 5], [0, 6, 0, -3], [0, 0, 5, 5], [0, 3, 2, 4], [1, 1, 1, -4], [0, 6, 0, -3]]
49 // [[0, 6, 0, -3], [0, 5, 5, 6], [0, 0, 4, -3], [0, 5, 2, -6], [0, 1, 0, -4], [0, 3, 2, 6], [1, 5, 0, 4.710960809001053], [1, 0, 0, 5], [0, 0, 5, -4], [0, 0, 1, 6], [0, 2, 0, 3], [0, 2, 4, -1], [0, 4, 5, 2], [1, 0, 0, -4], [0, 3, 4, 5.770045047612639], [0, 4, 0, -3], [1, 4, 0, 6], [0, 0, 3, -3], [0, 0, 0, 3], [1, 0, 0, 6.049803567362803], [0, 5, 0, 4], [0, 3, 0, 0], [1, 4, 1, 1], [1, 0, 1, 0]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
49 // [[0, 2, 0, -2], [1, 0, 0, 4], [0, 4, 5, 2], [1, 0, 1, -4], [0, 6, 0, 5], [1, 5, 0, 4.710960809001053], [0, 3, 4, -2], [0, 6, 5, 2], [1, 3, 0, 5], [1, 4, 1, 1], [1, 1, 0, -5], [0, 0, 0, 5], [0, 0, 1, 6], [0, 3, 2, 5], [1, 3, 0, -3], [0, 4, 1, -6], [0, 0, 0, -1], [0, 3, 4, 5.770045047612639], [0, 4, 3, 6], [0, 2, 0, 5], [1, 3, 0, 3], [0, 0, 3, -1], [0, 3, 2, -4], [0, 1, 1, 4]]
48 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
48 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
48 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
48 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
48 // [[1, 1, 1, -4], [1, 4, 0, 2], [0, 0, 1, 6], [0, 5, 5, 6], [0, 3, 2, 4], [0, 0, 3, -3], [1, 4, 1, 5], [0, 0, 0, 3], [0, 0, 5, -4], [0, 5, 0, -2], [0, 3, 2, 6], [0, 1, 0, -4], [1, 4, 0, 6], [1, 4, 0, -6], [0, 6, 0, 5], [0, 0, 3, -1], [0, 0, 1, 6], [1, 1, 0, -5], [0, 2, 0, 5], [0, 4, 0, -3], [0, 5, 3, -4], [0, 2, 4, -1], [0, 0, 2, -3], [1, 4, 1, 1]]
48 // [[1, 3, 0, 5], [1, 4, 1, 2], [0, 0, 5, 5], [0, 0, 0, 3], [0, 1, 0, -1], [0, 0, 0, 3], [0, 0, 1, 6], [0, 5, 2, -6], [1, 0, 0, -6], [0, 4, 1, -6], [1, 3, 0, -3], [0, 5, 5, 6], [0, 3, 2, 4], [1, 4, 0, 3], [1, 1, 1, -4], [1, 0, 0, 5], [0, 2, 4, -1], [0, 1, 1, 4], [1, 4, 0, 6], [1, 4, 0, 6], [0, 4, 0, -3], [1, 1, 0, -5], [1, 4, 0, -6], [0, 2, 0, 3]]
48 // [[1, 0, 0, 5], [0, 0, 0, 5], [0, 0, 5, -4], [0, 5, 0, 4], [0, 4, 3, 6], [1, 3, 0, 5], [1, 3, 0, 3], [1, 3, 0, -3], [1, 4, 1, 2], [1, 1, 0, -5], [0, 5, 5, 6], [1, 4, 0, 6], [0, 6, 0, -3], [0, 5, 4, -2], [1, 1, 1, -4], [0, 0, 0, -1], [0, 0, 0, 3], [1, 4, 0, 6], [1, 4, 0, -6], [1, 0, 0, 5], [0, 4, 0, -3], [0, 3, 3, 2], [0, 0, 5, 5], [1, 4, 1, 5]]
48 // [[1, 4, 0, 6], [0, 2, 4, -1], [0, 5, 2, -6], [0, 0, 0, 3], [0, 0, 5, -4], [1, 0, 0, -3.004461551258948], [0, 0, 5, 5], [0, 3, 2, -4], [1, 0, 0, 5], [1, 3, 0, -3], [0, 1, 1, 4], [0, 1, 5, -5], [1, 4, 1, 2], [0, 2, 0, 3], [1, 4, 0, 6], [0, 0, 0, -1], [0, 0, 5, 5], [0, 5, 4, -2], [1, 0, 0, -6], [1, 3, 0, 5], [0, 5, 0, 4], [1, 4, 0, 6], [0, 0, 4, -3], [0, 5, 3, 6]]
48 // [[0, 0, 0, 3], [0, 2, 0, 3], [1, 4, 0, -6], [0, 1, 0, -4], [0, 3, 3, 2], [0, 3, 0, 0], [0, 4, 0, -3], [1, 4, 0, 6], [1, 4, 0, 6], [0, 3, 3, 2], [0, 5, 2, -6], [0, 3, 2, 4], [0, 3, 0, 0], [1, 4, 0, 6], [0, 0, 4, -3], [0, 5, 0, 4], [0, 2, 4, -1], [0, 6, 0, -3], [1, 4, 1, 5], [1, 0, 0, 5], [0, 5, 0, 4], [0, 5, 5, 6], [0, 2, 4, -1], [0, 5, 2, -6]]
48 // [[1, 3, 0, -3], [0, 0, 0, -1], [1, 4, 0, 6], [0, 1, 5, -5], [0, 5, 4, -2], [1, 0, 0, 6.049803567362803], [0, 3, 2, 5], [1, 4, 1, 2], [0, 2, 0, 5], [0, 3, 4, 5.770045047612639], [1, 0, 0, -6], [0, 0, 0, 3], [0, 3, 2, 6], [1, 3, 0, 5], [1, 4, 0, 2], [0, 0, 1, 6], [0, 0, 3, -1], [1, 0, 0, 5], [0, 1, 0, -1], [1, 4, 1, 1], [0, 0, 1, 5], [1, 0, 1, 0], [1, 0, 0, -4], [0, 2, 0, -2]]
48 // [[0, 5, 0, 4], [0, 2, 0, -2], [0, 0, 5, 5], [0, 2, 0, 3], [1, 1, 0, -5], [0, 3, 0, 0], [0, 3, 3, 2], [1, 1, 1, -4], [1, 4, 0, 6], [0, 5, 5, 6], [0, 0, 4, -3], [0, 6, 5, 2], [0, 0, 3, -3], [0, 0, 5, -4], [1, 1, 0, -5], [0, 3, 4, 5.770045047612639], [1, 0, 0, -4], [0, 6, 0, 5], [0, 0, 1, 5], [0, 2, 4, -1], [0, 1, 0, -4], [0, 3, 4, -2], [1, 0, 0, 6.049803567362803], [0, 4, 5, 2]]
48 // [[0, 5, 0, 4], [1, 0, 0, -3.004461551258948], [0, 3, 2, 4], [0, 5, 4, -2], [0, 1, 0, -4], [1, 4, 1, 2], [0, 4, 3, 6], [0, 0, 0, 5], [0, 0, 5, 5], [0, 0, 0, -1], [1, 4, 0, 6], [0, 0, 1, 6], [1, 0, 0, -6], [1, 3, 0, 3], [1, 3, 0, 5], [0, 0, 0, 3], [0, 3, 2, -4], [0, 3, 0, 0], [0, 0, 4, -3], [0, 1, 0, -1], [1, 1, 0, -5], [1, 3, 0, -3], [1, 4, 1, 5], [0, 0, 0, 3]]
48 // [[0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [1, 0, 0, -6], [0, 2, 4, -1], [0, 5, 3, 6], [1, 4, 1, 5], [1, 4, 0, 3], [0, 6, 0, -3], [1, 3, 0, 5], [1, 0, 0, -3.004461551258948], [1, 3, 0, 3], [1, 4, 0, -6], [1, 1, 0, -5], [1, 0, 1, -4], [1, 4, 0, 6], [0, 0, 5, 5], [1, 0, 0, 5], [0, 3, 2, -4], [0, 2, 0, 3], [0, 5, 4, -2], [0, 3, 2, 5], [0, 5, 5, 6], [0, 1, 1, 4]]
48 // [[1, 0, 0, 4], [0, 4, 0, -1], [0, 5, 0, -6], [1, 5, 0, 5], [0, 6, 2, -6], [0, 0, 5, -4], [0, 6, 1, -3], [0, 6, 3, 0], [1, 0, 0, -5], [0, 3, 0, 0], [1, 4, 0, 3], [0, 4, 3, -5], [0, 5, 0, 4], [1, 1, 0, -1], [0, 6, 0, -5], [0, 0, 0, 4], [0, 0, 1, 1], [1, 3, 0, -2], [0, 4, 0, -5], [0, 3, 0, 5], [0, 5, 2, 3], [0, 2, 0, 1.1652748797389973], [0, 5, 0, 3], [0, 1, 1, 1]]
47 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
47 // [[1, 0, 0, -6], [1, 0, 0, -6], [0, 4, 1, -6], [1, 3, 0, 3], [0, 0, 5, 5], [1, 3, 0, 3], [1, 0, 0, -6], [0, 1, 5, -5], [0, 5, 4, -2], [1, 0, 0, 5], [0, 1, 1, 4], [1, 4, 1, 2], [0, 3, 2, -4], [0, 0, 0, 3], [0, 0, 5, 5], [1, 0, 1, -4], [1, 4, 0, 6], [1, 0, 0, 5], [1, 3, 0, 5], [1, 4, 1, 2], [0, 3, 2, -4], [0, 3, 2, 5], [0, 5, 4, -2], [1, 0, 0, -6]]
47 // [[0, 0, 3, -3], [0, 0, 1, 6], [0, 6, 0, 5], [1, 1, 1, -4], [0, 0, 2, -3], [0, 5, 3, -4], [1, 1, 1, -5], [0, 0, 0, 3], [0, 0, 3, -1], [0, 4, 0, -3], [0, 3, 2, 6], [1, 4, 1, 1], [1, 4, 0, -6], [1, 0, 0, 6.049803567362803], [0, 5, 0, 4], [0, 4, 5, 2], [0, 2, 0, 3], [1, 0, 0, 4], [0, 6, 0, -3], [0, 0, 1, 6], [0, 0, 5, -4], [1, 5, 0, 4.710960809001053], [0, 5, 2, -6], [0, 3, 4, -2]]
47 // [[0, 3, 2, 4], [0, 3, 3, 2], [1, 4, 1, 2], [1, 4, 0, 3], [1, 3, 0, -3], [1, 1, 0, -5], [0, 5, 3, 6], [0, 3, 0, 0], [0, 5, 4, -2], [1, 0, 0, 5], [1, 4, 0, -6], [0, 1, 0, -1], [1, 4, 0, 6], [1, 1, 1, -4], [0, 5, 0, 4], [0, 0, 1, 6], [0, 3, 2, 5], [0, 0, 5, 5], [1, 4, 0, 6], [0, 2, 4, -1], [0, 1, 0, -4], [0, 0, 0, 3], [0, 2, 0, 3], [1, 4, 0, 6]]
47 // [[0, 0, 0, 5], [0, 3, 2, 5], [1, 3, 0, 5], [1, 1, 1, -4], [0, 0, 0, -1], [0, 4, 1, -6], [0, 1, 0, -4], [1, 0, 0, 5], [1, 1, 0, -5], [0, 1, 0, -1], [0, 1, 1, 4], [1, 0, 0, 5], [1, 4, 0, 6], [0, 0, 0, 3], [0, 0, 4, -3], [0, 5, 0, -2], [0, 1, 5, -5], [0, 2, 4, -1], [0, 3, 2, -4], [1, 3, 0, 3], [0, 5, 5, 6], [1, 0, 1, -4], [1, 4, 0, 3], [1, 3, 0, -3]]
47 // [[0, 0, 0, 3], [1, 0, 0, 6.049803567362803], [1, 0, 1, 0], [0, 3, 4, 5.770045047612639], [0, 0, 3, -3], [0, 4, 1, -6], [1, 4, 1, 2], [0, 1, 1, 4], [0, 2, 0, -2], [0, 3, 2, -4], [1, 3, 0, 5], [1, 4, 0, 2], [0, 0, 2, -3], [0, 2, 0, 5], [1, 4, 0, 6], [1, 1, 0, -5], [0, 3, 2, 5], [0, 1, 5, -5], [0, 6, 5, 2], [1, 0, 0, -3.004461551258948], [1, 3, 0, -3], [1, 4, 1, 1], [1, 4, 0, 3], [0, 5, 0, 4]]
47 // [[1, 4, 1, 2], [1, 0, 0, -6], [0, 0, 4, -3], [0, 4, 1, -6], [0, 3, 3, 2], [0, 0, 0, 5], [0, 5, 0, -2], [0, 2, 0, 3], [1, 3, 0, 5], [1, 4, 0, 6], [0, 1, 0, -4], [1, 4, 0, -6], [0, 4, 0, -3], [0, 1, 0, -1], [0, 1, 1, 4], [0, 1, 5, -5], [1, 4, 0, 3], [1, 4, 1, 5], [0, 5, 5, 6], [0, 0, 5, -4], [1, 4, 0, 6], [1, 0, 0, 5], [0, 0, 0, -1], [0, 4, 3, 6]]
47 // [[0, 0, 1, 5], [0, 3, 4, -2], [1, 3, 0, 3], [0, 2, 0, -2], [0, 0, 0, 3], [0, 0, 5, 5], [0, 3, 2, 6], [0, 5, 0, 4], [1, 0, 0, -3.004461551258948], [0, 1, 1, 4], [1, 4, 1, 2], [1, 0, 0, 6.049803567362803], [0, 3, 2, -4], [0, 0, 3, -3], [1, 0, 0, 5], [1, 3, 0, 5], [1, 0, 0, -4], [1, 5, 0, 4.710960809001053], [0, 3, 4, 5.770045047612639], [0, 3, 2, 5], [1, 0, 1, -4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1]]
47 // [[0, 0, 5, 5], [1, 4, 1, 1], [0, 5, 5, 6], [0, 3, 0, 0], [0, 0, 5, -4], [0, 5, 3, -4], [0, 5, 0, -2], [1, 4, 0, 6], [0, 3, 2, 6], [0, 0, 1, 6], [1, 4, 1, 5], [0, 1, 0, -4], [1, 1, 1, -4], [0, 3, 4, -2], [0, 0, 2, -3], [1, 5, 0, 4.710960809001053], [0, 3, 2, 4], [0, 6, 0, 5], [1, 4, 0, -6], [0, 4, 0, -3], [1, 0, 0, 5], [0, 3, 3, 2], [1, 4, 0, 6], [0, 0, 3, -1]]
